"alphat","p","T","Un:0","Un:1","Un:2","U:0","U:1","U:2","Us:0","Us:1","Us:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-2.0622108422685e-05,2.000497341156,0.042758796364069,-9.5112998678815e-05,0,0.013171436265111,-9.4778333732393e-05,0,-0.037716023623943,-9.4202740001492e-05,0,1,0.00037000002339482,0.0074999998323619,0.00037000002339482,4.9999998736894e-05
0,-2.0622364900191e-05,2.000497341156,0.043148323893547,-9.2828333436046e-05,0,0.013560964725912,-9.2504051281139e-05,0,-0.037326496094465,-9.1946305474266e-05,0,1,0.00037500000325963,0.0074999998323619,0.00037500000325963,4.9999998736894e-05
0,-2.0622621377697e-05,2.000497341156,0.043537855148315,-9.0543653641362e-05,0,0.01395049598068,-9.0229747002013e-05,0,-0.036936964839697,-8.9689849119168e-05,0,1,0.00038000001222827,0.0074999998323619,0.00038000001222827,4.9999998736894e-05
0,-2.0622876036214e-05,2.000497341156,0.043927386403084,-8.8258973846678e-05,0,0.014340027235448,-8.7955449998844e-05,0,-0.036547433584929,-8.7433400040027e-05,0,1,0.0003850000211969,0.0074999998323619,0.0003850000211969,4.9999998736894e-05
0,-2.062313251372e-05,2.000497341156,0.044316917657852,-8.5974294051994e-05,0,0.014729558490217,-8.5681145719718e-05,0,-0.03615790233016,-8.5176950960886e-05,0,1,0.00039000003016554,0.0074999998323619,0.00039000003016554,4.9999998736894e-05
0,-2.0623387172236e-05,2.000497341156,0.044706448912621,-8.3689628809225e-05,0,0.01511908788234,-8.3406863268465e-05,0,-0.035768371075392,-8.2920509157702e-05,0,1,0.00039500001003034,0.0074999998323619,0.00039500001003034,4.9999998736894e-05
0,-2.0623643649742e-05,2.000497341156,0.045095980167389,-8.1404949014541e-05,0,0.015508618205786,-8.1132558989339e-05,0,-0.035378839820623,-8.0664060078561e-05,0,1,0.00040000001899898,0.0074999998323619,0.00040000001899898,4.9999998736894e-05
0,-2.0623831005651e-05,2.000497341156,0.045358449220657,-7.7733842772432e-05,0,0.015771090984344,-7.7474396675825e-05,0,-0.035116370767355,-7.7028169471305e-05,0,1,0.00040500002796762,0.0074999998323619,0.00040500002796762,4.9999998736894e-05
0,-2.0624018361559e-05,2.000497341156,0.045620921999216,-7.4062765634153e-05,0,0.016033561900258,-7.38162707421e-05,0,-0.034853897988796,-7.3392300691921e-05,0,1,0.00041000000783242,0.0074999998323619,0.00041000000783242,4.9999998736894e-05
0,-2.0624207536457e-05,2.000497341156,0.045883394777775,-7.0391673943959e-05,0,0.016296034678817,-7.0158115704544e-05,0,-0.034591425210238,-6.9756410084665e-05,0,1,0.00041500001680106,0.0074999998323619,0.00041500001680106,4.9999998736894e-05
0,-2.0624394892366e-05,2.000497341156,0.046145867556334,-6.6720574977808e-05,0,0.016558507457376,-6.6499960666988e-05,0,-0.034328952431679,-6.6120526753366e-05,0,1,0.0004200000257697,0.0074999998323619,0.0004200000257697,4.9999998736894e-05
0,-2.0624582248274e-05,2.000497341156,0.046408340334892,-6.3049476011656e-05,0,0.016820980235934,-6.284181290539e-05,0,-0.03406647965312,-6.248463614611e-05,0,1,0.00042500003473833,0.0074999998323619,0.00042500003473833,4.9999998736894e-05
0,-2.0624769604183e-05,2.000497341156,0.046670813113451,-5.9378398873378e-05,0,0.017083451151848,-5.9183679695707e-05,0,-0.033804006874561,-5.8848774642684e-05,0,1,0.00043000001460314,0.0074999998323619,0.00043000001460314,4.9999998736894e-05
0,-2.0624956960091e-05,2.000497341156,0.04693328589201,-5.5707299907226e-05,0,0.017345925793052,-5.5525524658151e-05,0,-0.033541534096003,-5.5212887673406e-05,0,1,0.00043500002357177,0.0074999998323619,0.00043500002357177,4.9999998736894e-05
0,-2.0625146134989e-05,2.000497341156,0.047195758670568,-5.2036204579053e-05,0,0.01760839857161,-5.1867373258574e-05,0,-0.033279061317444,-5.1576997066149e-05,0,1,0.00044000003254041,0.0074999998323619,0.00044000003254041,4.9999998736894e-05
0,-2.0625333490898e-05,2.000497341156,0.047458227723837,-4.8365127440775e-05,0,0.017870869487524,-4.820924368687e-05,0,-0.033016592264175,-4.7941131924745e-05,0,1,0.00044500001240522,0.0074999998323619,0.00044500001240522,4.9999998736894e-05
0,-2.0625520846806e-05,2.000497341156,0.047720700502396,-4.4694028474623e-05,0,0.018133342266083,-4.4551088649314e-05,0,-0.032754119485617,-4.4305244955467e-05,0,1,0.00045000002137385,0.0074999998323619,0.00045000002137385,4.9999998736894e-05
0,-2.0625586330425e-05,2.000497341156,0.04781374707818,-4.0224615077022e-05,0,0.018226386979222,-4.0095968870446e-05,0,-0.032661072909832,-3.9874710637378e-05,0,1,0.00045500003034249,0.0074999998323619,0.00045500003034249,4.9999998736894e-05
0,-2.0625649995054e-05,2.000497341156,0.047906793653965,-3.5755230783252e-05,0,0.018319431692362,-3.5640878195409e-05,0,-0.032568026334047,-3.544420178514e-05,0,1,0.0004600000102073,0.0074999998323619,0.0004600000102073,4.9999998736894e-05
0,-2.0625715478673e-05,2.000497341156,0.047999836504459,-3.128582102363e-05,0,0.018412478268147,-3.118576205452e-05,0,-0.032474983483553,-3.1013671105029e-05,0,1,0.00046500001917593,0.0074999998323619,0.00046500001917593,4.9999998736894e-05
0,-2.0625779143302e-05,2.000497341156,0.048092883080244,-2.6816409445019e-05,0,0.018505524843931,-2.6730645913631e-05,0,-0.032381936907768,-2.6583138605929e-05,0,1,0.00047000002814457,0.0074999998323619,0.00047000002814457,4.9999998736894e-05
0,-2.062584462692e-05,2.000497341156,0.048185929656029,-2.2347025151248e-05,0,0.018598569557071,-2.2275555238593e-05,0,-0.032288890331984,-2.215263339167e-05,0,1,0.00047500000800937,0.0074999998323619,0.00047500000800937,4.9999998736894e-05
0,-2.0625910110539e-05,2.000497341156,0.048278976231813,-1.7877615391626e-05,0,0.018691616132855,-1.7820439097704e-05,0,-0.032195843756199,-1.772210089257e-05,0,1,0.00048000001697801,0.0074999998323619,0.00048000001697801,4.9999998736894e-05
0,-2.0625973775168e-05,2.000497341156,0.048372022807598,-1.3408204722509e-05,0,0.018784660845995,-1.3365322956815e-05,0,-0.032102797180414,-1.3291569302964e-05,0,1,0.00048500002594665,0.0074999998323619,0.00048500002594665,4.9999998736894e-05
0,-2.0626039258786e-05,2.000497341156,0.048465065658092,-8.9388204287388e-06,0,0.01887770742178,-8.910232281778e-06,0,-0.03200975432992,-8.8610640887055e-06,0,1,0.00049000000581145,0.0074999998323619,0.00049000000581145,4.9999998736894e-05
0,-2.0626102923416e-05,2.000497341156,0.048558112233877,-4.4693842937704e-06,0,0.018970753997564,-4.45509022029e-06,0,-0.031916707754135,-4.4305061237537e-06,0,1,0.00049500004388392,0.0074999998323619,0.00049500004388392,4.9999998736894e-05
0,-2.0626168407034e-05,2.000497341156,0.048651158809662,0,0,0.019063798710704,0,0,-0.03182366117835,0,0,1,0.00050000002374873,0.0074999998323619,0.00050000002374873,4.9999998736894e-05
